"","Major","Gender","Admission"
"6347","Other","F","Accepted"
"6348","Other","F","Rejected"
"6349","Other","M","Rejected"
"6350","Other","M","Rejected"
"6351","A","M","Accepted"
"6352","Other","M","Rejected"
"6353","Other","M","Rejected"
"6354","Other","M","Accepted"
"6355","Other","M","Accepted"
"6356","D","M","Accepted"
"6357","B","M","Rejected"
"6358","D","M","Accepted"
"6359","A","M","Rejected"
"6360","Other","M","Accepted"
"6361","E","M","Rejected"
"6362","Other","M","Rejected"
"6363","Other","M","Rejected"
"6364","Other","F","Rejected"
"6365","Other","M","Rejected"
"6366","F","M","Rejected"
"6367","Other","M","Accepted"
"6368","E","F","Rejected"
"6369","Other","F","Accepted"
"6370","D","M","Accepted"
"6371","Other","M","Rejected"
"6372","Other","M","Accepted"
"6373","A","M","Accepted"
"6374","Other","M","Rejected"
"6375","Other","M","Rejected"
"6376","D","M","Accepted"
"6377","A","M","Accepted"
"6378","Other","M","Rejected"
"6379","E","F","Accepted"
"6380","D","F","Rejected"
"6381","C","F","Accepted"
"6382","Other","F","Accepted"
"6383","F","M","Rejected"
"6384","Other","F","Rejected"
"6385","Other","M","Accepted"
"6386","D","M","Accepted"
"6387","A","M","Accepted"
"6388","Other","M","Rejected"
"6389","Other","F","Accepted"
"6390","Other","F","Rejected"
"6391","Other","M","Rejected"
"6392","Other","F","Rejected"
"6393","Other","M","Rejected"
"6394","Other","M","Rejected"
"6395","F","F","Rejected"
"6396","F","M","Rejected"
"6397","Other","F","Rejected"
"6398","B","M","Accepted"
"6399","C","F","Accepted"
"6400","A","M","Accepted"
"6401","D","M","Rejected"
"6402","F","F","Rejected"
"6403","D","M","Accepted"
"6404","A","M","Accepted"
"6405","Other","F","Accepted"
"6406","Other","M","Accepted"
"6407","C","M","Accepted"
"6408","Other","M","Rejected"
"6409","Other","M","Accepted"
"6410","Other","M","Accepted"
"6411","Other","M","Accepted"
"6412","C","F","Accepted"
"6413","Other","M","Accepted"
"6414","F","M","Rejected"
"6415","Other","M","Accepted"
"6416","Other","M","Accepted"
"6417","Other","M","Accepted"
"6418","A","F","Rejected"
"6419","C","F","Rejected"
"6420","Other","F","Rejected"
"6421","Other","M","Accepted"
"6422","B","M","Rejected"
"6423","Other","F","Rejected"
"6424","D","F","Rejected"
"6425","Other","F","Rejected"
"6426","Other","M","Accepted"
"6427","C","M","Accepted"
"6428","Other","F","Accepted"
"6429","Other","M","Rejected"
"6430","Other","M","Rejected"
"6431","Other","M","Rejected"
"6432","Other","F","Accepted"
"6433","Other","M","Rejected"
"6434","B","M","Accepted"
"6435","Other","F","Rejected"
"6436","B","M","Accepted"
"6437","Other","F","Rejected"
"6438","Other","M","Rejected"
"6439","Other","F","Accepted"
"6440","Other","M","Accepted"
"6441","B","M","Accepted"
"6442","D","M","Rejected"
"6443","Other","M","Rejected"
"6444","B","M","Accepted"
"6445","Other","M","Accepted"
"6446","E","M","Accepted"
"6447","Other","M","Accepted"
"6448","E","F","Rejected"
"6449","E","M","Rejected"
"6450","Other","M","Rejected"
"6451","Other","M","Rejected"
"6452","Other","M","Accepted"
"6453","Other","F","Accepted"
"6454","E","F","Rejected"
"6455","E","F","Rejected"
"6456","Other","M","Rejected"
"6457","Other","M","Accepted"
"6458","F","F","Rejected"
"6459","F","M","Accepted"
"6460","D","M","Rejected"
"6461","Other","M","Rejected"
"6462","Other","F","Rejected"
"6463","Other","M","Rejected"
"6464","C","F","Rejected"
"6465","Other","M","Rejected"
"6466","Other","F","Rejected"
"6467","Other","M","Rejected"
"6468","Other","M","Accepted"
"6469","Other","M","Accepted"
"6470","C","F","Rejected"
"6471","A","M","Accepted"
"6472","C","F","Rejected"
"6473","Other","M","Accepted"
"6474","Other","M","Accepted"
"6475","Other","M","Rejected"
"6476","Other","M","Rejected"
"6477","E","F","Rejected"
"6478","A","M","Accepted"
"6479","F","F","Rejected"
"6480","A","M","Accepted"
"6481","Other","M","Accepted"
"6482","Other","F","Rejected"
"6483","Other","M","Rejected"
"6484","Other","M","Rejected"
"6485","D","F","Rejected"
"6486","Other","F","Rejected"
"6487","F","F","Rejected"
"6488","Other","M","Rejected"
"6489","Other","M","Rejected"
"6490","Other","M","Accepted"
"6491","Other","M","Rejected"
"6492","A","M","Accepted"
"6493","D","F","Rejected"
"6494","Other","M","Accepted"
"6495","A","M","Accepted"
"6496","B","M","Accepted"
"6497","Other","F","Rejected"
"6498","D","M","Rejected"
"6499","Other","M","Rejected"
"6500","Other","M","Rejected"
"6501","Other","F","Accepted"
"6502","A","F","Accepted"
"6503","F","M","Rejected"
"6504","Other","F","Accepted"
"6505","Other","M","Rejected"
"6506","Other","M","Accepted"
"6507","D","M","Rejected"
"6508","Other","M","Rejected"
"6509","C","M","Accepted"
"6510","Other","M","Rejected"
"6511","Other","M","Accepted"
"6512","Other","M","Rejected"
"6513","Other","M","Rejected"
"6514","Other","F","Rejected"
"6515","Other","F","Accepted"
"6516","Other","F","Rejected"
"6517","Other","F","Rejected"
"6518","Other","F","Accepted"
"6519","Other","M","Accepted"
"6520","D","M","Rejected"
"6521","Other","F","Rejected"
"6522","D","M","Accepted"
"6523","Other","F","Rejected"
"6524","A","F","Accepted"
"6525","Other","M","Accepted"
"6526","Other","M","Accepted"
"6527","Other","M","Rejected"
"6528","F","M","Rejected"
"6529","Other","F","Accepted"
"6530","B","F","Accepted"
"6531","C","M","Accepted"
"6532","Other","F","Rejected"
"6533","Other","M","Rejected"
"6534","Other","F","Accepted"
"6535","B","M","Accepted"
"6536","Other","M","Rejected"
"6537","Other","M","Rejected"
"6538","Other","F","Rejected"
"6539","E","F","Rejected"
"6540","Other","M","Accepted"
"6541","C","M","Rejected"
"6542","Other","F","Accepted"
"6543","C","F","Rejected"
"6544","Other","M","Rejected"
"6545","E","F","Rejected"
"6546","A","M","Accepted"
"6547","Other","M","Rejected"
"6548","Other","M","Rejected"
"6549","Other","M","Accepted"
"6550","C","F","Accepted"
"6551","Other","M","Accepted"
"6552","Other","M","Rejected"
"6553","Other","F","Rejected"
"6554","C","M","Accepted"
"6555","Other","M","Accepted"
"6556","Other","M","Rejected"
"6557","F","F","Rejected"
"6558","Other","M","Accepted"
"6559","Other","F","Rejected"
"6560","C","F","Accepted"
"6561","Other","M","Rejected"
"6562","Other","M","Accepted"
"6563","F","F","Rejected"
"6564","C","M","Accepted"
"6565","Other","M","Rejected"
"6566","E","F","Rejected"
"6567","Other","M","Rejected"
"6568","A","M","Accepted"
"6569","Other","M","Rejected"
"6570","D","F","Rejected"
"6571","A","F","Accepted"
"6572","Other","M","Rejected"
"6573","D","F","Accepted"
"6574","D","M","Rejected"
"6575","Other","M","Accepted"
"6576","Other","M","Accepted"
"6577","Other","M","Accepted"
"6578","Other","M","Accepted"
"6579","Other","M","Rejected"
"6580","D","M","Rejected"
"6581","F","F","Rejected"
"6582","Other","M","Accepted"
"6583","Other","F","Accepted"
"6584","Other","M","Rejected"
"6585","Other","F","Rejected"
"6586","A","M","Accepted"
"6587","Other","F","Rejected"
"6588","E","F","Accepted"
"6589","Other","M","Accepted"
"6590","Other","M","Rejected"
"6591","Other","M","Rejected"
"6592","C","F","Rejected"
"6593","A","M","Accepted"
"6594","Other","M","Accepted"
"6595","Other","M","Accepted"
"6596","Other","M","Accepted"
"6597","Other","M","Rejected"
"6598","A","M","Accepted"
"6599","Other","F","Accepted"
"6600","Other","F","Rejected"
"6601","Other","F","Accepted"
"6602","E","M","Rejected"
"6603","A","M","Accepted"
"6604","D","M","Accepted"
"6605","F","M","Rejected"
"6606","Other","M","Accepted"
"6607","Other","M","Accepted"
"6608","D","F","Accepted"
"6609","Other","M","Rejected"
"6610","Other","F","Accepted"
"6611","Other","M","Accepted"
"6612","Other","M","Rejected"
"6613","Other","M","Accepted"
"6614","A","M","Accepted"
"6615","D","F","Rejected"
"6616","C","F","Accepted"
"6617","Other","F","Rejected"
"6618","F","M","Rejected"
"6619","Other","M","Accepted"
"6620","Other","M","Rejected"
"6621","C","F","Accepted"
"6622","Other","F","Rejected"
"6623","B","M","Accepted"
"6624","Other","M","Rejected"
"6625","Other","F","Accepted"
"6626","F","M","Rejected"
"6627","Other","M","Accepted"
"6628","Other","M","Rejected"
"6629","Other","M","Accepted"
"6630","Other","F","Accepted"
"6631","B","M","Accepted"
"6632","E","F","Rejected"
"6633","Other","M","Accepted"
"6634","D","M","Accepted"
"6635","Other","M","Rejected"
"6636","Other","M","Accepted"
"6637","Other","M","Rejected"
"6638","Other","M","Accepted"
"6639","A","M","Accepted"
"6640","Other","M","Rejected"
"6641","Other","F","Rejected"
"6642","Other","F","Accepted"
"6643","Other","M","Accepted"
"6644","B","M","Accepted"
"6645","E","F","Rejected"
"6646","Other","F","Accepted"
"6647","Other","F","Rejected"
"6648","A","M","Accepted"
"6649","E","F","Rejected"
"6650","D","F","Rejected"
"6651","Other","F","Accepted"
"6652","Other","M","Rejected"
"6653","Other","F","Rejected"
"6654","A","F","Accepted"
"6655","Other","M","Accepted"
"6656","Other","M","Rejected"
"6657","D","M","Rejected"
"6658","Other","F","Rejected"
"6659","Other","F","Accepted"
"6660","Other","M","Rejected"
"6661","Other","M","Accepted"
"6662","F","M","Rejected"
"6663","Other","M","Rejected"
"6664","Other","M","Accepted"
"6665","Other","M","Rejected"
"6666","Other","F","Rejected"
"6667","A","M","Accepted"
"6668","Other","M","Accepted"
"6669","Other","F","Rejected"
"6670","F","M","Accepted"
"6671","Other","F","Rejected"
"6672","Other","M","Accepted"
"6673","Other","M","Rejected"
"6674","Other","F","Rejected"
"6675","Other","M","Rejected"
"6676","D","M","Rejected"
"6677","A","M","Rejected"
"6678","Other","M","Accepted"
"6679","Other","M","Rejected"
"6680","Other","F","Rejected"
"6681","A","M","Accepted"
"6682","C","F","Accepted"
"6683","Other","F","Rejected"
"6684","Other","M","Accepted"
"6685","Other","M","Rejected"
"6686","Other","M","Accepted"
"6687","E","M","Rejected"
"6688","Other","M","Accepted"
"6689","Other","M","Rejected"
"6690","Other","M","Accepted"
"6691","D","M","Accepted"
"6692","Other","M","Rejected"
"6693","Other","M","Rejected"
"6694","A","M","Accepted"
"6695","Other","M","Rejected"
"6696","B","M","Accepted"
"6697","Other","M","Rejected"
"6698","Other","F","Rejected"
"6699","C","F","Rejected"
"6700","Other","M","Rejected"
"6701","Other","M","Rejected"
"6702","Other","M","Rejected"
"6703","A","M","Accepted"
"6704","Other","M","Rejected"
"6705","Other","M","Rejected"
"6706","Other","M","Rejected"
"6707","Other","M","Rejected"
"6708","Other","M","Rejected"
"6709","E","M","Rejected"
"6710","D","F","Rejected"
"6711","C","M","Rejected"
"6712","Other","M","Rejected"
"6713","F","F","Rejected"
"6714","C","F","Accepted"
"6715","Other","M","Rejected"
"6716","E","F","Accepted"
"6717","Other","M","Rejected"
"6718","B","M","Accepted"
"6719","B","M","Accepted"
"6720","Other","M","Rejected"
"6721","Other","F","Rejected"
"6722","Other","M","Accepted"
"6723","A","M","Accepted"
"6724","Other","F","Rejected"
"6725","Other","M","Accepted"
"6726","Other","M","Accepted"
"6727","D","M","Accepted"
"6728","Other","M","Accepted"
"6729","Other","M","Rejected"
"6730","Other","M","Rejected"
"6731","B","M","Accepted"
"6732","Other","M","Rejected"
"6733","B","M","Rejected"
"6734","Other","M","Rejected"
"6735","C","F","Rejected"
"6736","Other","M","Accepted"
"6737","Other","M","Rejected"
"6738","F","F","Accepted"
"6739","C","M","Rejected"
"6740","Other","M","Rejected"
"6741","Other","F","Accepted"
"6742","Other","M","Rejected"
"6743","Other","M","Accepted"
"6744","Other","F","Rejected"
"6745","Other","M","Rejected"
"6746","D","M","Rejected"
"6747","Other","M","Rejected"
"6748","E","F","Rejected"
"6749","Other","F","Rejected"
"6750","Other","M","Accepted"
"6751","Other","M","Rejected"
"6752","Other","M","Rejected"
"6753","Other","M","Accepted"
"6754","A","M","Accepted"
"6755","Other","M","Accepted"
"6756","Other","F","Rejected"
"6757","Other","F","Rejected"
"6758","Other","M","Rejected"
"6759","Other","F","Accepted"
"6760","Other","F","Accepted"
"6761","D","M","Rejected"
"6762","Other","F","Accepted"
"6763","E","F","Accepted"
"6764","Other","M","Accepted"
"6765","A","M","Accepted"
"6766","Other","M","Rejected"
"6767","F","F","Rejected"
"6768","D","F","Accepted"
"6769","D","M","Accepted"
"6770","Other","F","Accepted"
"6771","Other","M","Rejected"
"6772","E","F","Rejected"
"6773","Other","F","Rejected"
"6774","Other","M","Accepted"
"6775","F","M","Rejected"
"6776","F","M","Rejected"
"6777","Other","F","Rejected"
"6778","C","M","Rejected"
"6779","D","M","Accepted"
"6780","A","M","Accepted"
"6781","Other","M","Rejected"
"6782","Other","M","Rejected"
"6783","Other","F","Rejected"
"6784","Other","M","Rejected"
"6785","Other","M","Accepted"
"6786","Other","M","Rejected"
"6787","Other","M","Accepted"
"6788","Other","F","Rejected"
"6789","Other","F","Rejected"
"6790","Other","M","Accepted"
"6791","A","F","Rejected"
"6792","Other","M","Rejected"
"6793","Other","M","Accepted"
"6794","Other","M","Rejected"
"6795","Other","M","Rejected"
"6796","Other","M","Accepted"
"6797","Other","F","Accepted"
"6798","Other","M","Rejected"
"6799","Other","M","Accepted"
"6800","E","M","Accepted"
"6801","Other","M","Accepted"
"6802","Other","M","Accepted"
"6803","Other","F","Rejected"
"6804","C","F","Rejected"
"6805","D","F","Rejected"
"6806","D","F","Accepted"
"6807","Other","M","Rejected"
"6808","D","F","Rejected"
"6809","Other","F","Rejected"
"6810","B","M","Accepted"
"6811","Other","M","Accepted"
"6812","Other","F","Rejected"
"6813","C","F","Rejected"
"6814","E","M","Rejected"
"6815","Other","M","Rejected"
"6816","Other","F","Rejected"
"6817","Other","F","Rejected"
"6818","A","M","Accepted"
"6819","Other","M","Accepted"
"6820","Other","M","Rejected"
"6821","Other","M","Rejected"
"6822","Other","F","Rejected"
"6823","Other","F","Rejected"
"6824","Other","F","Rejected"
"6825","Other","M","Accepted"
"6826","C","F","Rejected"
"6827","Other","F","Rejected"
"6828","Other","F","Rejected"
"6829","C","F","Accepted"
"6830","B","M","Rejected"
"6831","Other","M","Accepted"
"6832","Other","M","Rejected"
"6833","C","F","Rejected"
"6834","C","F","Rejected"
"6835","Other","F","Accepted"
"6836","Other","M","Accepted"
"6837","B","M","Accepted"
"6838","Other","F","Rejected"
"6839","Other","M","Rejected"
"6840","Other","F","Rejected"
"6841","Other","M","Rejected"
"6842","F","M","Rejected"
"6843","Other","M","Rejected"
"6844","Other","M","Rejected"
"6845","Other","M","Rejected"
"6846","Other","M","Accepted"
"6847","Other","F","Rejected"
"6848","C","M","Accepted"
"6849","B","M","Rejected"
"6850","Other","F","Rejected"
"6851","B","M","Accepted"
"6852","F","M","Rejected"
"6853","D","M","Accepted"
"6854","A","M","Rejected"
"6855","E","F","Accepted"
"6856","Other","F","Rejected"
"6857","Other","M","Accepted"
"6858","F","M","Rejected"
"6859","Other","M","Rejected"
"6860","A","M","Accepted"
"6861","C","F","Rejected"
"6862","B","F","Rejected"
"6863","Other","M","Rejected"
"6864","D","M","Accepted"
"6865","F","M","Rejected"
"6866","F","F","Rejected"
"6867","Other","M","Accepted"
"6868","Other","M","Accepted"
"6869","Other","M","Accepted"
"6870","Other","M","Rejected"
"6871","A","M","Rejected"
"6872","A","M","Accepted"
"6873","A","M","Rejected"
"6874","Other","M","Accepted"
"6875","Other","M","Rejected"
"6876","Other","M","Accepted"
"6877","D","M","Accepted"
"6878","A","M","Rejected"
"6879","Other","M","Rejected"
"6880","Other","M","Rejected"
"6881","Other","F","Accepted"
"6882","Other","F","Rejected"
"6883","Other","F","Rejected"
"6884","A","M","Accepted"
"6885","D","M","Rejected"
"6886","Other","M","Accepted"
"6887","A","M","Accepted"
"6888","D","M","Accepted"
"6889","E","F","Rejected"
"6890","Other","F","Accepted"
"6891","A","M","Accepted"
"6892","Other","M","Accepted"
"6893","Other","F","Rejected"
"6894","Other","M","Rejected"
"6895","C","F","Accepted"
"6896","Other","M","Rejected"
"6897","A","M","Rejected"
"6898","Other","F","Accepted"
"6899","Other","M","Rejected"
"6900","A","M","Accepted"
"6901","Other","M","Accepted"
"6902","Other","M","Rejected"
"6903","Other","M","Accepted"
"6904","C","F","Rejected"
"6905","Other","F","Accepted"
"6906","Other","M","Accepted"
"6907","Other","F","Accepted"
"6908","F","F","Rejected"
"6909","Other","M","Rejected"
"6910","Other","M","Rejected"
"6911","Other","M","Rejected"
"6912","Other","M","Accepted"
"6913","B","M","Accepted"
"6914","Other","M","Accepted"
"6915","Other","M","Rejected"
"6916","Other","F","Accepted"
"6917","A","M","Accepted"
"6918","D","F","Rejected"
"6919","C","M","Accepted"
"6920","A","M","Rejected"
"6921","Other","F","Accepted"
"6922","D","F","Rejected"
"6923","Other","M","Rejected"
"6924","Other","F","Rejected"
"6925","Other","F","Accepted"
"6926","Other","M","Rejected"
"6927","Other","F","Accepted"
"6928","Other","F","Accepted"
"6929","Other","M","Accepted"
"6930","D","F","Rejected"
"6931","C","F","Rejected"
"6932","D","M","Rejected"
"6933","E","M","Rejected"
"6934","B","M","Accepted"
"6935","Other","M","Rejected"
"6936","B","F","Accepted"
"6937","Other","M","Rejected"
"6938","Other","M","Accepted"
"6939","Other","M","Accepted"
"6940","B","M","Accepted"
"6941","D","M","Rejected"
"6942","Other","M","Rejected"
"6943","C","F","Rejected"
"6944","F","M","Rejected"
"6945","Other","F","Rejected"
"6946","Other","F","Accepted"
"6947","Other","F","Rejected"
"6948","A","M","Accepted"
"6949","F","M","Rejected"
"6950","Other","M","Accepted"
"6951","F","F","Rejected"
"6952","C","F","Rejected"
"6953","A","M","Accepted"
"6954","A","M","Accepted"
"6955","Other","M","Rejected"
"6956","Other","F","Rejected"
"6957","E","F","Accepted"
"6958","Other","M","Rejected"
"6959","F","F","Rejected"
"6960","Other","M","Rejected"
"6961","B","M","Accepted"
"6962","Other","M","Accepted"
"6963","A","M","Rejected"
"6964","Other","F","Accepted"
"6965","Other","F","Accepted"
"6966","Other","M","Rejected"
"6967","Other","M","Rejected"
"6968","Other","M","Accepted"
"6969","Other","M","Accepted"
"6970","Other","M","Accepted"
"6971","Other","F","Rejected"
